1933333#0-(0.33303,0.722861) 1-(0.386817,0.660689) 2-(0.413894,0.575482) 3-(0.406405,0.500894) 4-(0.383939,0.447291) 5-(0.402066,0.415149) 6-(0.40405,0.317017) 7-(0.413626,0.3338) 8-(0.414737,0.386775) 9-(0.365883,0.408438) 10-(0.355217,0.289089) 11-(0.370471,0.297695) 12-(0.377557,0.355504) 13-(0.333081,0.424714) 14-(0.315588,0.325211) 15-(0.330599,0.329173) 16-(0.340866,0.376761) 17-(0.298443,0.461364) 18-(0.287899,0.388886) 19-(0.300445,0.381191) 20-(0.31445,0.407303) 21-(0.326089,0.433286) 22-(0.354339,0.423823) 23-(0.377446,0.400149) 24-(0.383663,0.388128) 25-(0.386771,0.384415) 26-(0.363905,0.330656) 27-(0.374742,0.311618) 28-(0.388029,0.328372) 29-(0.398961,0.349874) 30-(0.337914,0.337065) 31-(0.343889,0.297543) 32-(0.357889,0.329586) 33-(0.369525,0.349867) 34-(0.313928,0.358431) 35-(0.316314,0.328977) 36-(0.336997,0.377516) 37-(0.352381,0.406902) 38-(0.291917,0.389453) 39-(0.291483,0.380619) 40-(0.308521,0.415137) 41-(0.323404,0.438411) 
1966666#0-(0.332764,0.720246) 1-(0.388567,0.655873) 2-(0.414445,0.573282) 3-(0.407698,0.497914) 4-(0.383641,0.442474) 5-(0.401574,0.415147) 6-(0.405011,0.314458) 7-(0.413122,0.335432) 8-(0.412178,0.39067) 9-(0.366037,0.408023) 10-(0.357448,0.284852) 11-(0.371399,0.295767) 12-(0.377286,0.353913) 13-(0.333102,0.424223) 14-(0.3162,0.320857) 15-(0.330059,0.32625) 16-(0.339398,0.374064) 17-(0.298526,0.460369) 18-(0.286508,0.384879) 19-(0.298083,0.375517) 20-(0.311537,0.400031) 21-(0.328007,0.435854) 22-(0.353261,0.428604) 23-(0.376882,0.405943) 24-(0.384269,0.396894) 25-(0.384877,0.39934) 26-(0.366434,0.336538) 27-(0.379246,0.312543) 28-(0.391674,0.336179) 29-(0.399767,0.365926) 30-(0.341302,0.34128) 31-(0.349899,0.29536) 32-(0.363052,0.340254) 33-(0.373186,0.37034) 34-(0.317487,0.360668) 35-(0.321397,0.323141) 36-(0.339697,0.37617) 37-(0.353178,0.408136) 38-(0.295095,0.388945) 39-(0.295238,0.374677) 40-(0.310942,0.410197) 41-(0.325164,0.433877) 
2000000#0-(0.331121,0.721039) 1-(0.386526,0.659074) 2-(0.414191,0.575011) 3-(0.406395,0.498224) 4-(0.381094,0.445573) 5-(0.401546,0.415084) 6-(0.404329,0.314645) 7-(0.413713,0.329753) 8-(0.414596,0.381934) 9-(0.365635,0.407961) 10-(0.354455,0.284723) 11-(0.369032,0.292436) 12-(0.376017,0.35224) 13-(0.332832,0.423906) 14-(0.315119,0.321504) 15-(0.329964,0.325025) 16-(0.340483,0.374349) 17-(0.298185,0.459481) 18-(0.287745,0.385079) 19-(0.300315,0.376548) 20-(0.314279,0.402742) 21-(0.330445,0.426353) 22-(0.358444,0.420169) 23-(0.37891,0.402843) 24-(0.384237,0.392424) 25-(0.386974,0.389764) 26-(0.369583,0.333963) 27-(0.378247,0.312932) 28-(0.391134,0.329194) 29-(0.400037,0.354977) 30-(0.343883,0.336076) 31-(0.348028,0.296837) 32-(0.360344,0.335789) 33-(0.371463,0.362887) 34-(0.320267,0.354255) 35-(0.322003,0.324162) 36-(0.339421,0.375024) 37-(0.353493,0.40528) 38-(0.299042,0.382504) 39-(0.299676,0.380969) 40-(0.315292,0.418339) 41-(0.330054,0.440554) 
2033333#0-(0.332316,0.721293) 1-(0.387749,0.660077) 2-(0.415444,0.575014) 3-(0.406576,0.49757) 4-(0.380697,0.443777) 5-(0.403549,0.412866) 6-(0.404743,0.313931) 7-(0.41382,0.332008) 8-(0.414661,0.385643) 9-(0.367144,0.405175) 10-(0.355404,0.28452) 11-(0.369913,0.295387) 12-(0.377125,0.354831) 13-(0.33402,0.420398) 14-(0.31593,0.320489) 15-(0.330363,0.326615) 16-(0.340671,0.375546) 17-(0.298902,0.455287) 18-(0.288141,0.381611) 19-(0.300407,0.374031) 20-(0.314482,0.399732) 21-(0.331122,0.414617) 22-(0.358588,0.409381) 23-(0.378066,0.398995) 24-(0.383406,0.394164) 25-(0.3851,0.390464) 26-(0.365483,0.32731) 27-(0.374048,0.309433) 28-(0.386151,0.32993) 29-(0.395075,0.356072) 30-(0.338339,0.33078) 31-(0.342764,0.300233) 32-(0.355966,0.340576) 33-(0.368178,0.368112) 34-(0.314757,0.351212) 35-(0.315478,0.330821) 36-(0.33383,0.376793) 37-(0.350221,0.40534) 38-(0.295255,0.382079) 39-(0.295289,0.393672) 40-(0.312153,0.42883) 41-(0.328839,0.450837) 
2066666#0-(0.332113,0.724363) 1-(0.386481,0.664627) 2-(0.415121,0.578673) 3-(0.40807,0.501307) 4-(0.383728,0.447988) 5-(0.404365,0.416072) 6-(0.40636,0.317968) 7-(0.416444,0.333724) 8-(0.417408,0.385844) 9-(0.368636,0.407876) 10-(0.357517,0.288936) 11-(0.372854,0.297852) 12-(0.379499,0.356385) 13-(0.335442,0.422275) 14-(0.318119,0.322316) 15-(0.333479,0.328528) 16-(0.343248,0.378175) 17-(0.300034,0.456255) 18-(0.29071,0.381532) 19-(0.303606,0.374214) 20-(0.316893,0.40147) 21-(0.327923,0.426088) 22-(0.353981,0.424072) 23-(0.377675,0.4053) 24-(0.382449,0.390874) 25-(0.383261,0.378405) 26-(0.367142,0.328228) 27-(0.37865,0.311947) 28-(0.390007,0.327817) 29-(0.399035,0.349645) 30-(0.340431,0.328697) 31-(0.347916,0.293251) 32-(0.3605,0.325387) 33-(0.37,0.346036) 34-(0.316615,0.3462) 35-(0.321951,0.329775) 36-(0.339984,0.37843) 37-(0.35324,0.404509) 38-(0.294875,0.375764) 39-(0.297772,0.379783) 40-(0.312725,0.414765) 41-(0.325646,0.434558) 
2100000#0-(0.3326,0.725201) 1-(0.388175,0.665905) 2-(0.417275,0.581231) 3-(0.410587,0.503517) 4-(0.384704,0.451467) 5-(0.403917,0.420868) 6-(0.406064,0.319547) 7-(0.41615,0.336161) 8-(0.415682,0.390879) 9-(0.369028,0.412841) 10-(0.358315,0.289386) 11-(0.373558,0.299762) 12-(0.378446,0.360352) 13-(0.336133,0.427219) 14-(0.319361,0.324743) 15-(0.334466,0.331076) 16-(0.342511,0.382321) 17-(0.301136,0.460329) 18-(0.290267,0.384282) 19-(0.302811,0.374463) 20-(0.314933,0.400681) 21-(0.328944,0.416011) 22-(0.357249,0.412526) 23-(0.37784,0.399711) 24-(0.383793,0.39418) 25-(0.385518,0.393991) 26-(0.367519,0.323869) 27-(0.377447,0.314069) 28-(0.390297,0.334622) 29-(0.400319,0.361584) 30-(0.340597,0.330171) 31-(0.345981,0.301619) 32-(0.359276,0.336393) 33-(0.371402,0.362747) 34-(0.316888,0.352605) 35-(0.316865,0.332032) 36-(0.335161,0.376524) 37-(0.351789,0.403155) 38-(0.295541,0.384962) 39-(0.291847,0.38819) 40-(0.306747,0.421752) 41-(0.322691,0.442436) 
2133333#0-(0.333765,0.725663) 1-(0.389233,0.666483) 2-(0.41949,0.57894) 3-(0.412317,0.499423) 4-(0.38464,0.451005) 5-(0.402899,0.420307) 6-(0.406803,0.320977) 7-(0.417322,0.339196) 8-(0.416939,0.394949) 9-(0.36854,0.411931) 10-(0.358125,0.287811) 11-(0.373636,0.298034) 12-(0.378681,0.359148) 13-(0.336144,0.42676) 14-(0.318619,0.323882) 15-(0.333988,0.329837) 16-(0.341968,0.381063) 17-(0.301823,0.460287) 18-(0.289123,0.384461) 19-(0.301228,0.374557) 20-(0.312833,0.401012) 21-(0.330134,0.424778) 22-(0.357612,0.413607) 23-(0.378995,0.398641) 24-(0.383811,0.397577) 25-(0.382832,0.403725) 26-(0.367675,0.326574) 27-(0.37806,0.312432) 28-(0.389244,0.341482) 29-(0.397776,0.371928) 30-(0.34035,0.335298) 31-(0.347717,0.304474) 32-(0.36012,0.347505) 33-(0.371373,0.374472) 34-(0.316349,0.357691) 35-(0.31849,0.335181) 36-(0.336192,0.385595) 37-(0.352292,0.413571) 38-(0.294708,0.389821) 39-(0.29276,0.388117) 40-(0.307354,0.424669) 41-(0.322998,0.446668) 
2166666#0-(0.33442,0.726579) 1-(0.389903,0.667487) 2-(0.419799,0.583134) 3-(0.413447,0.504339) 4-(0.386098,0.452257) 5-(0.404281,0.419592) 6-(0.40768,0.31942) 7-(0.417164,0.340369) 8-(0.415352,0.398258) 9-(0.369514,0.410718) 10-(0.360162,0.287731) 11-(0.374231,0.301414) 12-(0.378429,0.364602) 13-(0.336511,0.425181) 14-(0.319378,0.323322) 15-(0.334214,0.333448) 16-(0.342716,0.387059) 17-(0.301462,0.458864) 18-(0.290182,0.381896) 19-(0.302945,0.374967) 20-(0.315588,0.404483) 21-(0.330951,0.431242) 22-(0.357884,0.424561) 23-(0.379023,0.403123) 24-(0.383539,0.395157) 25-(0.384552,0.395685) 26-(0.369434,0.328911) 27-(0.381476,0.309056) 28-(0.394099,0.338027) 29-(0.402436,0.371743) 30-(0.343185,0.337139) 31-(0.349739,0.295522) 32-(0.363997,0.339345) 33-(0.374541,0.370698) 34-(0.319308,0.359177) 35-(0.321561,0.327722) 36-(0.340491,0.378663) 37-(0.353597,0.408972) 38-(0.297028,0.390346) 39-(0.297074,0.384913) 40-(0.313282,0.422035) 41-(0.327015,0.444768) 
2200000#0-(0.332633,0.727399) 1-(0.389757,0.668201) 2-(0.418895,0.581031) 3-(0.413633,0.501657) 4-(0.387563,0.450345) 5-(0.401904,0.418577) 6-(0.405521,0.318138) 7-(0.416671,0.341173) 8-(0.415699,0.399812) 9-(0.368313,0.409973) 10-(0.358284,0.286955) 11-(0.374902,0.303008) 12-(0.380022,0.366668) 13-(0.335758,0.425095) 14-(0.318399,0.322778) 15-(0.335578,0.334691) 16-(0.344595,0.388169) 17-(0.301373,0.460261) 18-(0.290944,0.382596) 19-(0.305583,0.377943) 20-(0.319169,0.409773) 21-(0.330634,0.412145) 22-(0.358745,0.409736) 23-(0.378318,0.401403) 24-(0.38221,0.400884) 25-(0.381964,0.402142) 26-(0.36743,0.327175) 27-(0.380498,0.319066) 28-(0.39226,0.343317) 29-(0.400038,0.372984) 30-(0.340286,0.332854) 31-(0.347016,0.308124) 32-(0.360754,0.344646) 33-(0.373183,0.370909) 34-(0.316668,0.355067) 35-(0.317736,0.339948) 36-(0.335659,0.382189) 37-(0.351953,0.406066) 38-(0.295889,0.38758) 39-(0.294228,0.397157) 40-(0.309312,0.430188) 41-(0.325088,0.450042) 
2233333#0-(0.330625,0.731722) 1-(0.3885,0.671394) 2-(0.418368,0.584193) 3-(0.414996,0.504766) 4-(0.390896,0.451365) 5-(0.402088,0.422814) 6-(0.406166,0.322918) 7-(0.417119,0.34099) 8-(0.416566,0.396349) 9-(0.368376,0.413802) 10-(0.359126,0.291705) 11-(0.375408,0.304202) 12-(0.379772,0.366401) 13-(0.335571,0.429618) 14-(0.318747,0.327797) 15-(0.335559,0.334938) 16-(0.343816,0.385571) 17-(0.300931,0.46536) 18-(0.289911,0.389897) 19-(0.303415,0.379219) 20-(0.315737,0.405121) 21-(0.329311,0.415048) 22-(0.357865,0.411065) 23-(0.378323,0.400603) 24-(0.383109,0.399835) 25-(0.383478,0.403143) 26-(0.365492,0.321729) 27-(0.377984,0.312135) 28-(0.38952,0.337482) 29-(0.397773,0.36896) 30-(0.338028,0.330906) 31-(0.344837,0.303247) 32-(0.359422,0.339375) 33-(0.371734,0.36658) 34-(0.314626,0.354997) 35-(0.317405,0.342964) 36-(0.3366,0.39103) 37-(0.352925,0.419927) 38-(0.293892,0.38882) 39-(0.293873,0.399389) 40-(0.310158,0.435661) 41-(0.326478,0.457946) 
2266666#0-(0.332084,0.733635) 1-(0.389116,0.670483) 2-(0.417934,0.583329) 3-(0.412831,0.5051) 4-(0.387928,0.452191) 5-(0.402059,0.423013) 6-(0.404888,0.322885) 7-(0.416186,0.342947) 8-(0.41676,0.398655) 9-(0.368687,0.415434) 10-(0.3597,0.293615) 11-(0.375455,0.309309) 12-(0.379986,0.370077) 13-(0.336216,0.430825) 14-(0.319133,0.329683) 15-(0.335427,0.33982) 16-(0.344257,0.391186) 17-(0.301764,0.465529) 18-(0.289973,0.388846) 19-(0.303098,0.381207) 20-(0.316117,0.409457) 21-(0.328983,0.419317) 22-(0.35593,0.420733) 23-(0.376939,0.408574) 24-(0.383716,0.401318) 25-(0.38799,0.396714) 26-(0.365535,0.33241) 27-(0.375862,0.312545) 28-(0.389065,0.335922) 29-(0.399556,0.366393) 30-(0.338764,0.338969) 31-(0.344039,0.305364) 32-(0.359729,0.342652) 33-(0.373311,0.371737) 34-(0.3155,0.360764) 35-(0.315431,0.338908) 36-(0.331829,0.381982) 37-(0.346067,0.407963) 38-(0.294677,0.391286) 39-(0.291774,0.392047) 40-(0.305359,0.425913) 41-(0.319277,0.44757) 
2300000#0-(0.328662,0.733093) 1-(0.386502,0.669113) 2-(0.415681,0.580081) 3-(0.409851,0.501217) 4-(0.385794,0.450405) 5-(0.397562,0.424125) 6-(0.401233,0.321872) 7-(0.416094,0.343087) 8-(0.420944,0.396886) 9-(0.365322,0.416866) 10-(0.356961,0.292917) 11-(0.377082,0.312224) 12-(0.385877,0.373026) 13-(0.334009,0.431322) 14-(0.317609,0.32561) 15-(0.338002,0.339065) 16-(0.350399,0.392809) 17-(0.300161,0.464628) 18-(0.28864,0.383658) 19-(0.304025,0.37813) 20-(0.319051,0.410107) 21-(0.32829,0.427369) 22-(0.356093,0.425852) 23-(0.377734,0.411417) 24-(0.382663,0.410503) 25-(0.385039,0.41856) 26-(0.365095,0.329783) 27-(0.378608,0.313073) 28-(0.392113,0.344284) 29-(0.400843,0.380246) 30-(0.33878,0.340306) 31-(0.348648,0.304354) 32-(0.364608,0.352797) 33-(0.377063,0.386918) 34-(0.31525,0.364216) 35-(0.317591,0.339978) 36-(0.337004,0.392652) 37-(0.352131,0.424298) 38-(0.293591,0.394805) 39-(0.292805,0.392824) 40-(0.309336,0.431277) 41-(0.324551,0.45641) 
2333333#0-(0.33045,0.735734) 1-(0.387567,0.673642) 2-(0.417136,0.583741) 3-(0.411837,0.503712) 4-(0.386688,0.452825) 5-(0.399009,0.425712) 6-(0.403529,0.324707) 7-(0.415138,0.344278) 8-(0.416504,0.398794) 9-(0.365555,0.418573) 10-(0.354869,0.293023) 11-(0.372221,0.306883) 12-(0.379533,0.367462) 13-(0.333865,0.433509) 14-(0.316013,0.328702) 15-(0.333894,0.338042) 16-(0.344069,0.390194) 17-(0.299977,0.466449) 18-(0.288031,0.387934) 19-(0.301423,0.381423) 20-(0.314188,0.41176) 21-(0.327514,0.426) 22-(0.355208,0.422314) 23-(0.377383,0.406722) 24-(0.383303,0.403139) 25-(0.38765,0.407204) 26-(0.365721,0.328369) 27-(0.378604,0.312682) 28-(0.392584,0.343975) 29-(0.402472,0.378733) 30-(0.339163,0.339435) 31-(0.347414,0.304721) 32-(0.363992,0.349987) 33-(0.378247,0.381825) 34-(0.315928,0.36233) 35-(0.319928,0.342038) 36-(0.338272,0.3943) 37-(0.35317,0.42594) 38-(0.294234,0.393927) 39-(0.294851,0.395823) 40-(0.310656,0.434868) 41-(0.325525,0.460138) 
2366666#0-(0.330706,0.736138) 1-(0.386994,0.672673) 2-(0.415042,0.582855) 3-(0.410483,0.505199) 4-(0.387785,0.452043) 5-(0.398225,0.42291) 6-(0.402613,0.321055) 7-(0.416942,0.343297) 8-(0.420005,0.400121) 9-(0.366164,0.415548) 10-(0.355077,0.290693) 11-(0.375469,0.307075) 12-(0.384095,0.368994) 13-(0.334922,0.430833) 14-(0.317426,0.32594) 15-(0.338027,0.337294) 16-(0.349585,0.390497) 17-(0.301415,0.4648) 18-(0.291433,0.386071) 19-(0.307067,0.381815) 20-(0.321312,0.41537) 21-(0.327308,0.422008) 22-(0.354881,0.416228) 23-(0.376347,0.402804) 24-(0.382901,0.40227) 25-(0.385824,0.411242) 26-(0.364504,0.327066) 27-(0.377035,0.310313) 28-(0.391307,0.344238) 29-(0.400583,0.381818) 30-(0.338413,0.339216) 31-(0.346134,0.305358) 32-(0.362115,0.352914) 33-(0.375405,0.38719) 34-(0.315787,0.362332) 35-(0.319029,0.344815) 36-(0.337867,0.396485) 37-(0.353539,0.427982) 38-(0.295044,0.393402) 39-(0.29458,0.397318) 40-(0.311211,0.434668) 41-(0.327502,0.458365) 
2400000#0-(0.330252,0.738487) 1-(0.388222,0.677397) 2-(0.418356,0.584876) 3-(0.412976,0.502773) 4-(0.387231,0.451312) 5-(0.400274,0.425551) 6-(0.403797,0.322327) 7-(0.416366,0.341839) 8-(0.417982,0.396349) 9-(0.367157,0.417003) 10-(0.357339,0.291786) 11-(0.374692,0.306175) 12-(0.380953,0.366437) 13-(0.335459,0.431315) 14-(0.318977,0.327181) 15-(0.336996,0.337136) 16-(0.34642,0.388584) 17-(0.301751,0.46453) 18-(0.29184,0.387059) 19-(0.305467,0.378524) 20-(0.317186,0.40624) 21-(0.327523,0.417957) 22-(0.355693,0.416134) 23-(0.377036,0.405682) 24-(0.382453,0.403058) 25-(0.384671,0.408745) 26-(0.365602,0.326543) 27-(0.378562,0.314159) 28-(0.391594,0.341072) 29-(0.4012,0.374387) 30-(0.338324,0.335224) 31-(0.346167,0.305379) 32-(0.361805,0.346101) 33-(0.376346,0.377363) 34-(0.314874,0.35673) 35-(0.318609,0.344765) 36-(0.337483,0.394982) 37-(0.354499,0.426336) 38-(0.293731,0.387238) 39-(0.293988,0.397859) 40-(0.311143,0.437009) 41-(0.328778,0.461647) 
2433333#0-(0.329005,0.73981) 1-(0.388563,0.677586) 2-(0.418064,0.58473) 3-(0.413605,0.502935) 4-(0.389423,0.453553) 5-(0.399057,0.426948) 6-(0.403819,0.324586) 7-(0.417382,0.344829) 8-(0.419171,0.398531) 9-(0.366406,0.419954) 10-(0.357259,0.293118) 11-(0.376293,0.311112) 12-(0.383305,0.37368) 13-(0.334831,0.43554) 14-(0.318236,0.330205) 15-(0.338177,0.343378) 16-(0.348823,0.397902) 17-(0.301262,0.469572) 18-(0.291779,0.389382) 19-(0.307616,0.38432) 20-(0.321317,0.417243) 21-(0.326665,0.416218) 22-(0.355254,0.41626) 23-(0.375486,0.406692) 24-(0.38273,0.402743) 25-(0.390356,0.402205) 26-(0.364707,0.322651) 27-(0.379849,0.316405) 28-(0.393466,0.345966) 29-(0.403093,0.380069) 30-(0.337174,0.331978) 31-(0.347731,0.313271) 32-(0.364092,0.362082) 33-(0.377686,0.400009) 34-(0.31391,0.355202) 35-(0.318978,0.355655) 36-(0.338789,0.408979) 37-(0.354898,0.440945) 38-(0.293081,0.386628) 39-(0.294628,0.403383) 40-(0.311924,0.442848) 41-(0.328115,0.465174) 
2466666#0-(0.329119,0.741604) 1-(0.388414,0.682393) 2-(0.41866,0.589116) 3-(0.413629,0.505954) 4-(0.388813,0.454299) 5-(0.400031,0.429856) 6-(0.404994,0.326767) 7-(0.418089,0.345224) 8-(0.41987,0.397018) 9-(0.367008,0.421868) 10-(0.358889,0.294889) 11-(0.377369,0.313183) 12-(0.383737,0.374947) 13-(0.33526,0.435906) 14-(0.31924,0.330128) 15-(0.33863,0.344107) 16-(0.348615,0.398753) 17-(0.301509,0.46769) 18-(0.292349,0.387375) 19-(0.307735,0.382595) 20-(0.320505,0.415794) 21-(0.326273,0.421515) 22-(0.355596,0.420238) 23-(0.376607,0.409673) 24-(0.383178,0.407225) 25-(0.386067,0.410992) 26-(0.36298,0.328164) 27-(0.380927,0.31811) 28-(0.395553,0.34412) 29-(0.405901,0.375695) 30-(0.336557,0.338756) 31-(0.351047,0.314322) 32-(0.368038,0.357462) 33-(0.38198,0.389853) 34-(0.313798,0.360683) 35-(0.321756,0.361277) 36-(0.340723,0.412937) 37-(0.35624,0.443227) 38-(0.292463,0.391286) 39-(0.295941,0.407074) 40-(0.312232,0.444898) 41-(0.327572,0.465857) 
2500000#0-(0.328231,0.737838) 1-(0.388693,0.673321) 2-(0.416896,0.582877) 3-(0.412157,0.502133) 4-(0.390006,0.447511) 5-(0.399951,0.428283) 6-(0.403279,0.320131) 7-(0.417398,0.339086) 8-(0.420992,0.389522) 9-(0.367754,0.420937) 10-(0.360758,0.295556) 11-(0.379249,0.316366) 12-(0.386727,0.375538) 13-(0.336351,0.435309) 14-(0.321743,0.330939) 15-(0.341024,0.345435) 16-(0.351977,0.397792) 17-(0.30274,0.468111) 18-(0.293377,0.387766) 19-(0.309433,0.382125) 20-(0.324438,0.412648) 21-(0.327926,0.430016) 22-(0.355616,0.424942) 23-(0.377861,0.41291) 24-(0.384193,0.409832) 25-(0.387144,0.412847) 26-(0.366503,0.327775) 27-(0.380331,0.318283) 28-(0.394193,0.345165) 29-(0.405572,0.376522) 30-(0.339357,0.337735) 31-(0.350627,0.311797) 32-(0.367254,0.353731) 33-(0.382363,0.384443) 34-(0.315774,0.360516) 35-(0.322925,0.351956) 36-(0.342891,0.402989) 37-(0.360039,0.433333) 38-(0.294424,0.392888) 39-(0.297875,0.400265) 40-(0.315452,0.438511) 41-(0.33232,0.461907) 
2533333#0-(0.328315,0.732794) 1-(0.387345,0.676559) 2-(0.417364,0.58532) 3-(0.412012,0.502559) 4-(0.389617,0.450596) 5-(0.400152,0.428349) 6-(0.405491,0.322421) 7-(0.420382,0.340867) 8-(0.423764,0.393527) 9-(0.367862,0.419675) 10-(0.364453,0.29402) 11-(0.382668,0.314062) 12-(0.387814,0.375034) 13-(0.336294,0.432416) 14-(0.324562,0.327433) 15-(0.343242,0.342118) 16-(0.352387,0.39658) 17-(0.302011,0.463559) 18-(0.293851,0.384461) 19-(0.308532,0.378051) 20-(0.320701,0.408215) 21-(0.330371,0.430465) 22-(0.357681,0.426337) 23-(0.37998,0.411142) 24-(0.385638,0.409251) 25-(0.388833,0.413876) 26-(0.370407,0.334236) 27-(0.382245,0.321453) 28-(0.395254,0.35074) 29-(0.405268,0.382427) 30-(0.343994,0.343553) 31-(0.351285,0.311315) 32-(0.365659,0.351418) 33-(0.378403,0.378664) 34-(0.320009,0.364304) 35-(0.324362,0.350498) 36-(0.341772,0.400646) 37-(0.356102,0.429338) 38-(0.297486,0.394442) 39-(0.297861,0.398708) 40-(0.313387,0.435738) 41-(0.328317,0.458234) 
2566666#0-(0.328029,0.734982) 1-(0.387138,0.679354) 2-(0.417733,0.587425) 3-(0.413972,0.503587) 4-(0.392317,0.447794) 5-(0.400119,0.431626) 6-(0.404322,0.32659) 7-(0.418978,0.341142) 8-(0.422923,0.392132) 9-(0.367239,0.42313) 10-(0.360316,0.297567) 11-(0.379886,0.311916) 12-(0.386842,0.372771) 13-(0.335212,0.437) 14-(0.321215,0.33124) 15-(0.341116,0.341161) 16-(0.351267,0.393905) 17-(0.300648,0.469239) 18-(0.291847,0.390923) 19-(0.307592,0.382098) 20-(0.321022,0.410665) 21-(0.331372,0.419396) 22-(0.358502,0.416395) 23-(0.380122,0.406395) 24-(0.385781,0.40693) 25-(0.38706,0.416269) 26-(0.36969,0.327026) 27-(0.381315,0.319329) 28-(0.393636,0.34733) 29-(0.402394,0.378772) 30-(0.341555,0.337779) 31-(0.350446,0.317821) 32-(0.363889,0.365926) 33-(0.375708,0.39907) 34-(0.317385,0.363012) 35-(0.32124,0.357001) 36-(0.339808,0.407772) 37-(0.355886,0.436573) 38-(0.296042,0.39661) 39-(0.296546,0.411146) 40-(0.313743,0.449668) 41-(0.331045,0.472017) 
2600000#0-(0.329672,0.735656) 1-(0.387361,0.680312) 2-(0.417251,0.589083) 3-(0.41233,0.506532) 4-(0.390163,0.452514) 5-(0.401003,0.431011) 6-(0.40612,0.327778) 7-(0.421084,0.342444) 8-(0.425001,0.392262) 9-(0.368285,0.422378) 10-(0.365545,0.301429) 11-(0.384549,0.318895) 12-(0.390132,0.378598) 13-(0.3363,0.434731) 14-(0.324544,0.33163) 15-(0.344627,0.344908) 16-(0.354895,0.398623) 17-(0.301635,0.465328) 18-(0.294604,0.387134) 19-(0.310664,0.380007) 20-(0.323895,0.409372) 21-(0.33105,0.425145) 22-(0.358808,0.420873) 23-(0.379962,0.408871) 24-(0.384982,0.408323) 25-(0.385463,0.413411) 26-(0.369925,0.331411) 27-(0.382984,0.319536) 28-(0.395958,0.348387) 29-(0.40443,0.382405) 30-(0.34256,0.339899) 31-(0.350743,0.307924) 32-(0.36556,0.351702) 33-(0.37775,0.384502) 34-(0.318282,0.361784) 35-(0.321891,0.34501) 36-(0.340155,0.396821) 37-(0.35493,0.427444) 38-(0.296248,0.393924) 39-(0.297057,0.399115) 40-(0.313532,0.437438) 41-(0.329123,0.460747) 
2633333#0-(0.329114,0.737005) 1-(0.387505,0.680949) 2-(0.417177,0.589816) 3-(0.413479,0.50848) 4-(0.393473,0.453304) 5-(0.399651,0.434661) 6-(0.404683,0.330686) 7-(0.420103,0.346069) 8-(0.424452,0.394495) 9-(0.367838,0.42686) 10-(0.366414,0.306593) 11-(0.385432,0.325108) 12-(0.391335,0.38278) 13-(0.3367,0.440405) 14-(0.325985,0.338022) 15-(0.346213,0.350582) 16-(0.357026,0.401229) 17-(0.302753,0.472307) 18-(0.296002,0.395219) 19-(0.312475,0.388422) 20-(0.326582,0.415947) 21-(0.329246,0.423052) 22-(0.358636,0.424339) 23-(0.378688,0.415711) 24-(0.381459,0.412112) 25-(0.385446,0.411585) 26-(0.372891,0.329322) 27-(0.384691,0.321508) 28-(0.396987,0.348561) 29-(0.405793,0.382316) 30-(0.343951,0.333302) 31-(0.350291,0.311249) 32-(0.362431,0.354911) 33-(0.373089,0.390504) 34-(0.318528,0.353223) 35-(0.319999,0.347824) 36-(0.336626,0.398117) 37-(0.351334,0.427965) 38-(0.296276,0.383309) 39-(0.296809,0.400706) 40-(0.312057,0.44091) 41-(0.326755,0.463182) 
2666666#0-(0.329011,0.737354) 1-(0.388128,0.683787) 2-(0.418563,0.592129) 3-(0.415922,0.508947) 4-(0.394861,0.453968) 5-(0.398074,0.433768) 6-(0.400917,0.329248) 7-(0.416525,0.344065) 8-(0.421908,0.395357) 9-(0.365278,0.425483) 10-(0.362543,0.308298) 11-(0.381777,0.324713) 12-(0.388457,0.3826) 13-(0.333643,0.439488) 14-(0.322621,0.339831) 15-(0.343191,0.349048) 16-(0.354872,0.397387) 17-(0.299466,0.472374) 18-(0.292359,0.397894) 19-(0.309592,0.387213) 20-(0.32563,0.410108) 21-(0.327103,0.431773) 22-(0.356238,0.429625) 23-(0.376555,0.414335) 24-(0.382173,0.407968) 25-(0.382375,0.414501) 26-(0.367923,0.33392) 27-(0.382814,0.324873) 28-(0.39728,0.350722) 29-(0.406482,0.385072) 30-(0.340896,0.33992) 31-(0.351603,0.3119) 32-(0.366711,0.348574) 33-(0.378798,0.378537) 34-(0.317234,0.360048) 35-(0.323721,0.349534) 36-(0.342062,0.397176) 37-(0.356907,0.427483) 38-(0.296406,0.390774) 39-(0.301882,0.409141) 40-(0.318773,0.448933) 41-(0.334003,0.47183) 
