0#0-(0.316554,0.568591) 1-(0.354573,0.548068) 2-(0.371106,0.512259) 3-(0.374905,0.475884) 4-(0.36732,0.446289) 5-(0.367361,0.439936) 6-(0.369852,0.35991) 7-(0.36954,0.314459) 8-(0.368386,0.272278) 9-(0.343033,0.437641) 10-(0.345276,0.347785) 11-(0.345584,0.290717) 12-(0.345766,0.239119) 13-(0.318287,0.451317) 14-(0.313083,0.376137) 15-(0.309298,0.318997) 16-(0.308914,0.267686) 17-(0.294247,0.478705) 18-(0.284773,0.425798) 19-(0.281334,0.389975) 20-(0.281091,0.357301) 
666666#0-(0.32272,0.811) 1-(0.370014,0.747766) 2-(0.393082,0.651069) 3-(0.380305,0.564391) 4-(0.36734,0.508676) 5-(0.394457,0.535922) 6-(0.39861,0.439215) 7-(0.395581,0.383024) 8-(0.390186,0.33281) 9-(0.365485,0.521146) 10-(0.37096,0.413654) 11-(0.371838,0.349614) 12-(0.369145,0.289854) 13-(0.337554,0.527534) 14-(0.339198,0.426582) 15-(0.33935,0.363504) 16-(0.338836,0.304476) 17-(0.308033,0.55415) 18-(0.308062,0.478657) 19-(0.308939,0.429843) 20-(0.310474,0.377096) 21-(0.347351,0.585805) 22-(0.376036,0.576713) 23-(0.391187,0.5475) 24-(0.382976,0.525141) 25-(0.367481,0.511724) 26-(0.387692,0.480998) 27-(0.392423,0.416853) 28-(0.388526,0.372041) 29-(0.382068,0.325915) 30-(0.364164,0.470611) 31-(0.365742,0.394869) 32-(0.366228,0.339831) 33-(0.364915,0.286409) 34-(0.339555,0.474811) 35-(0.336828,0.408271) 36-(0.336852,0.357111) 37-(0.334965,0.309285) 38-(0.31462,0.491444) 39-(0.310602,0.437807) 40-(0.308835,0.402339) 41-(0.306814,0.367576) 
700000#0-(0.32194,0.81116) 1-(0.369518,0.747109) 2-(0.393382,0.651055) 3-(0.379161,0.56309) 4-(0.364004,0.509141) 5-(0.393044,0.536813) 6-(0.39705,0.438712) 7-(0.394029,0.382254) 8-(0.388179,0.332221) 9-(0.363495,0.522763) 10-(0.368903,0.413015) 11-(0.369548,0.34824) 12-(0.366046,0.289923) 13-(0.335522,0.529722) 14-(0.337404,0.427512) 15-(0.336938,0.364945) 16-(0.335265,0.30722) 17-(0.306309,0.556474) 18-(0.306377,0.479745) 19-(0.307115,0.431535) 20-(0.30831,0.379897) 21-(0.346501,0.585123) 22-(0.377504,0.56892) 23-(0.392557,0.539141) 24-(0.387964,0.516919) 25-(0.374337,0.502972) 26-(0.387777,0.482182) 27-(0.392613,0.415163) 28-(0.3888,0.368362) 29-(0.383044,0.321696) 30-(0.365198,0.474981) 31-(0.368101,0.396565) 32-(0.368758,0.33949) 33-(0.368433,0.285109) 34-(0.340611,0.481474) 35-(0.339262,0.409002) 36-(0.338846,0.354945) 37-(0.337889,0.305328) 38-(0.315424,0.49893) 39-(0.309927,0.443478) 40-(0.306894,0.40796) 41-(0.305092,0.373849) 
733333#0-(0.322127,0.812714) 1-(0.369562,0.746003) 2-(0.391456,0.651165) 3-(0.378243,0.566407) 4-(0.364168,0.511146) 5-(0.394219,0.536908) 6-(0.398331,0.438763) 7-(0.395089,0.38197) 8-(0.389153,0.332231) 9-(0.365241,0.522855) 10-(0.370403,0.413091) 11-(0.370909,0.347927) 12-(0.367404,0.288238) 13-(0.33712,0.529694) 14-(0.338381,0.426722) 15-(0.338744,0.362152) 16-(0.337598,0.302511) 17-(0.307533,0.556713) 18-(0.307248,0.479199) 19-(0.308523,0.428243) 20-(0.310089,0.373769) 21-(0.347319,0.587438) 22-(0.376126,0.579583) 23-(0.390525,0.556545) 24-(0.383263,0.537483) 25-(0.368098,0.527334) 26-(0.387659,0.486396) 27-(0.391098,0.417437) 28-(0.387063,0.370934) 29-(0.38159,0.32472) 30-(0.363527,0.477384) 31-(0.365603,0.397462) 32-(0.365759,0.341538) 33-(0.364426,0.288833) 34-(0.338284,0.482051) 35-(0.336083,0.409412) 36-(0.334809,0.35759) 37-(0.332086,0.31109) 38-(0.313158,0.497078) 39-(0.308138,0.440837) 40-(0.305398,0.405192) 41-(0.302786,0.371541) 
766666#0-(0.322242,0.812425) 1-(0.369263,0.74761) 2-(0.393009,0.649298) 3-(0.377729,0.560094) 4-(0.361222,0.506873) 5-(0.392947,0.535687) 6-(0.3971,0.437194) 7-(0.393492,0.38014) 8-(0.386882,0.329091) 9-(0.363557,0.521946) 10-(0.369868,0.412658) 11-(0.370072,0.34776) 12-(0.366004,0.288703) 13-(0.33541,0.528837) 14-(0.337963,0.426897) 15-(0.33759,0.364133) 16-(0.335644,0.306127) 17-(0.305742,0.555874) 18-(0.306092,0.478962) 19-(0.307114,0.430969) 20-(0.308284,0.379952) 21-(0.344815,0.587546) 22-(0.374328,0.580053) 23-(0.389633,0.553584) 24-(0.382194,0.534964) 25-(0.367964,0.521973) 26-(0.387154,0.479864) 27-(0.390921,0.414832) 28-(0.386721,0.371007) 29-(0.380352,0.325819) 30-(0.363063,0.469165) 31-(0.365332,0.396607) 32-(0.366249,0.343979) 33-(0.365586,0.291514) 34-(0.337723,0.474125) 35-(0.336297,0.408835) 36-(0.336017,0.358733) 37-(0.334215,0.310332) 38-(0.312125,0.492691) 39-(0.30772,0.440283) 40-(0.305682,0.40695) 41-(0.303948,0.373701) 
800000#0-(0.31964,0.812741) 1-(0.367565,0.745657) 2-(0.390026,0.651092) 3-(0.377429,0.565774) 4-(0.363438,0.508365) 5-(0.3929,0.53839) 6-(0.396937,0.439012) 7-(0.393387,0.382021) 8-(0.387158,0.331531) 9-(0.363551,0.524028) 10-(0.368784,0.413214) 11-(0.36889,0.347976) 12-(0.364753,0.288003) 13-(0.335028,0.530243) 14-(0.336407,0.426233) 15-(0.336093,0.362155) 16-(0.33408,0.302947) 17-(0.305447,0.556455) 18-(0.305497,0.478069) 19-(0.306883,0.427221) 20-(0.308404,0.373541) 21-(0.344986,0.588134) 22-(0.374064,0.57584) 23-(0.388631,0.547538) 24-(0.380458,0.526741) 25-(0.364552,0.512922) 26-(0.385452,0.480553) 27-(0.390282,0.415247) 28-(0.386716,0.370918) 29-(0.381325,0.325098) 30-(0.362676,0.471831) 31-(0.364565,0.39646) 32-(0.364749,0.342988) 33-(0.363708,0.29096) 34-(0.338166,0.478257) 35-(0.336673,0.409058) 36-(0.335855,0.35816) 37-(0.334084,0.31009) 38-(0.312904,0.497232) 39-(0.307987,0.443425) 40-(0.305558,0.408823) 41-(0.303901,0.374521) 
833333#0-(0.320673,0.812547) 1-(0.369179,0.746331) 2-(0.390745,0.650847) 3-(0.377142,0.563414) 4-(0.363254,0.507129) 5-(0.393003,0.539086) 6-(0.396952,0.439253) 7-(0.393956,0.381728) 8-(0.387943,0.331249) 9-(0.364279,0.524358) 10-(0.369517,0.413289) 11-(0.37042,0.348303) 12-(0.366778,0.289314) 13-(0.336305,0.530353) 14-(0.337453,0.42523) 15-(0.338058,0.361986) 16-(0.33687,0.30453) 17-(0.307037,0.556676) 18-(0.305955,0.478656) 19-(0.307042,0.429066) 20-(0.308113,0.377436) 21-(0.341032,0.585494) 22-(0.371141,0.576049) 23-(0.386492,0.548754) 24-(0.380177,0.527991) 25-(0.366162,0.51274) 26-(0.384224,0.477876) 27-(0.389851,0.415125) 28-(0.386978,0.371063) 29-(0.381966,0.324776) 30-(0.360848,0.467821) 31-(0.364307,0.394378) 32-(0.365385,0.341209) 33-(0.365001,0.287666) 34-(0.335924,0.473437) 35-(0.335165,0.406719) 36-(0.33461,0.356315) 37-(0.332758,0.307073) 38-(0.31056,0.491978) 39-(0.307045,0.439575) 40-(0.304931,0.40612) 41-(0.303484,0.372244) 
866666#0-(0.321662,0.812159) 1-(0.369283,0.745408) 2-(0.391708,0.649647) 3-(0.377671,0.562471) 4-(0.36243,0.508241) 5-(0.392756,0.536702) 6-(0.396552,0.437516) 7-(0.393369,0.380192) 8-(0.387121,0.329284) 9-(0.36391,0.52248) 10-(0.369242,0.412364) 11-(0.369886,0.347337) 12-(0.366094,0.288395) 13-(0.335984,0.528908) 14-(0.337514,0.424905) 15-(0.337806,0.361554) 16-(0.336346,0.303793) 17-(0.306702,0.555547) 18-(0.306032,0.478092) 19-(0.306919,0.428472) 20-(0.307869,0.37641) 21-(0.343548,0.585018) 22-(0.373577,0.575595) 23-(0.389488,0.548383) 24-(0.380346,0.526622) 25-(0.360284,0.515717) 26-(0.384926,0.478827) 27-(0.389728,0.413116) 28-(0.385927,0.367779) 29-(0.380276,0.321013) 30-(0.361324,0.468303) 31-(0.363804,0.390677) 32-(0.364594,0.335666) 33-(0.363901,0.28346) 34-(0.336283,0.47257) 35-(0.334314,0.402565) 36-(0.334578,0.351486) 37-(0.333034,0.304057) 38-(0.311016,0.489427) 39-(0.306995,0.434103) 40-(0.305533,0.400334) 41-(0.303992,0.36769) 
900000#0-(0.320381,0.812025) 1-(0.367833,0.747493) 2-(0.391039,0.651658) 3-(0.378596,0.564626) 4-(0.365391,0.506029) 5-(0.391947,0.535858) 6-(0.395642,0.43829) 7-(0.392106,0.382452) 8-(0.386336,0.332886) 9-(0.362675,0.521524) 10-(0.367495,0.411943) 11-(0.367598,0.347708) 12-(0.36374,0.28946) 13-(0.334607,0.528288) 14-(0.335503,0.425882) 15-(0.334829,0.363591) 16-(0.333015,0.307139) 17-(0.305052,0.554846) 18-(0.304283,0.478032) 19-(0.304706,0.430113) 20-(0.305653,0.379813) 21-(0.343475,0.58683) 22-(0.375959,0.571527) 23-(0.390117,0.542289) 24-(0.384947,0.519232) 25-(0.371971,0.499986) 26-(0.384118,0.48072) 27-(0.389606,0.414009) 28-(0.385539,0.367757) 29-(0.379649,0.322627) 30-(0.361052,0.473033) 31-(0.364274,0.394701) 32-(0.365328,0.337981) 33-(0.366125,0.283126) 34-(0.336162,0.478146) 35-(0.335341,0.405669) 36-(0.335525,0.351121) 37-(0.335254,0.300613) 38-(0.310998,0.49442) 39-(0.306263,0.437611) 40-(0.303688,0.40301) 41-(0.302467,0.370401) 
933333#0-(0.320693,0.812518) 1-(0.367681,0.744611) 2-(0.38941,0.647844) 3-(0.376024,0.560284) 4-(0.362601,0.503514) 5-(0.390981,0.536753) 6-(0.395474,0.436612) 7-(0.392331,0.379894) 8-(0.386457,0.330042) 9-(0.362106,0.522143) 10-(0.367294,0.411263) 11-(0.367728,0.34633) 12-(0.363986,0.28741) 13-(0.333903,0.5286) 14-(0.335029,0.424557) 15-(0.335466,0.36014) 16-(0.334475,0.301556) 17-(0.30429,0.554916) 18-(0.303748,0.476557) 19-(0.304755,0.425701) 20-(0.306013,0.371743) 21-(0.342405,0.58472) 22-(0.373089,0.573462) 23-(0.388392,0.546834) 24-(0.380483,0.526827) 25-(0.36269,0.514387) 26-(0.384387,0.479033) 27-(0.389328,0.414716) 28-(0.386078,0.370031) 29-(0.381001,0.325214) 30-(0.36088,0.469085) 31-(0.363865,0.393137) 32-(0.364976,0.337976) 33-(0.365037,0.284855) 34-(0.33567,0.474723) 35-(0.333891,0.404933) 36-(0.333808,0.353525) 37-(0.332825,0.304774) 38-(0.310228,0.493263) 39-(0.305552,0.438377) 40-(0.304254,0.403902) 41-(0.303813,0.3702) 
966666#0-(0.318606,0.813258) 1-(0.366234,0.747921) 2-(0.388255,0.652011) 3-(0.3741,0.564134) 4-(0.360189,0.506404) 5-(0.390072,0.538099) 6-(0.395327,0.438657) 7-(0.392241,0.381718) 8-(0.386278,0.331321) 9-(0.360854,0.522919) 10-(0.366454,0.412142) 11-(0.367377,0.34697) 12-(0.364032,0.287232) 13-(0.332665,0.529164) 14-(0.333686,0.425825) 15-(0.3344,0.361559) 16-(0.333531,0.302117) 17-(0.303069,0.555154) 18-(0.302383,0.4774) 19-(0.30374,0.428059) 20-(0.305165,0.375632) 21-(0.340676,0.584267) 22-(0.371983,0.573968) 23-(0.386816,0.550316) 24-(0.378974,0.532331) 25-(0.36193,0.519547) 26-(0.384067,0.48269) 27-(0.389898,0.415687) 28-(0.386286,0.369789) 29-(0.380741,0.324457) 30-(0.360306,0.473895) 31-(0.363925,0.395575) 32-(0.364863,0.33863) 33-(0.364813,0.285457) 34-(0.334607,0.478559) 35-(0.333741,0.407331) 36-(0.333579,0.354921) 37-(0.332016,0.307503) 38-(0.308678,0.493828) 39-(0.305373,0.436191) 40-(0.304172,0.401396) 41-(0.303409,0.368938) 
1000000#0-(0.31925,0.814118) 1-(0.365875,0.747324) 2-(0.387948,0.649575) 3-(0.373513,0.560695) 4-(0.359042,0.504948) 5-(0.389531,0.5389) 6-(0.394616,0.438751) 7-(0.391394,0.381527) 8-(0.385089,0.33078) 9-(0.360978,0.523551) 10-(0.366527,0.412724) 11-(0.367234,0.34746) 12-(0.363489,0.288341) 13-(0.332832,0.529383) 14-(0.334067,0.425189) 15-(0.334836,0.361069) 16-(0.334041,0.303038) 17-(0.30296,0.555476) 18-(0.302308,0.476624) 19-(0.303381,0.426368) 20-(0.304791,0.373626) 21-(0.340861,0.583992) 22-(0.372082,0.573341) 23-(0.387836,0.546197) 24-(0.377546,0.524728) 25-(0.357362,0.511548) 26-(0.383109,0.480946) 27-(0.387722,0.414252) 28-(0.383402,0.367666) 29-(0.37755,0.321844) 30-(0.359252,0.474302) 31-(0.361639,0.398212) 32-(0.361696,0.340878) 33-(0.359749,0.287213) 34-(0.333901,0.479854) 35-(0.332406,0.412256) 36-(0.332548,0.359182) 37-(0.330819,0.310898) 38-(0.308276,0.495044) 39-(0.304761,0.441631) 40-(0.303202,0.406581) 41-(0.301524,0.373359) 
1033333#0-(0.319513,0.813642) 1-(0.366506,0.745972) 2-(0.388475,0.649039) 3-(0.373509,0.560943) 4-(0.358178,0.507021) 5-(0.389499,0.536294) 6-(0.394561,0.437359) 7-(0.391289,0.379902) 8-(0.385352,0.328037) 9-(0.360571,0.52214) 10-(0.36614,0.411738) 11-(0.366642,0.346895) 12-(0.362963,0.287705) 13-(0.33254,0.529194) 14-(0.333611,0.425863) 15-(0.333656,0.361744) 16-(0.331985,0.302486) 17-(0.30308,0.55661) 18-(0.302357,0.47892) 19-(0.303571,0.428913) 20-(0.304933,0.376023) 21-(0.343555,0.583728) 22-(0.372553,0.577397) 23-(0.386272,0.550655) 24-(0.375523,0.528752) 25-(0.355578,0.514404) 26-(0.383136,0.479592) 27-(0.388359,0.414308) 28-(0.384688,0.369886) 29-(0.379255,0.324707) 30-(0.358926,0.471527) 31-(0.361043,0.397072) 32-(0.361668,0.342429) 33-(0.360132,0.290021) 34-(0.333494,0.478367) 35-(0.330354,0.413069) 36-(0.330698,0.362669) 37-(0.328631,0.314676) 38-(0.308079,0.49608) 39-(0.303277,0.442736) 40-(0.302149,0.409624) 41-(0.300581,0.3779) 
1066666#0-(0.319481,0.813687) 1-(0.365652,0.745644) 2-(0.387291,0.647352) 3-(0.372667,0.559414) 4-(0.358845,0.504141) 5-(0.3892,0.535249) 6-(0.394565,0.437364) 7-(0.390967,0.380045) 8-(0.384553,0.328358) 9-(0.36066,0.520772) 10-(0.366744,0.412219) 11-(0.367529,0.347292) 12-(0.363815,0.287184) 13-(0.332695,0.527643) 14-(0.333747,0.425598) 15-(0.333865,0.361208) 16-(0.332165,0.301289) 17-(0.302967,0.555089) 18-(0.302201,0.478765) 19-(0.303128,0.428947) 20-(0.30417,0.375578) 21-(0.342385,0.578657) 22-(0.37015,0.576399) 23-(0.38379,0.552907) 24-(0.374371,0.536612) 25-(0.357956,0.521995) 26-(0.382864,0.474117) 27-(0.387897,0.413021) 28-(0.385299,0.37171) 29-(0.380562,0.328077) 30-(0.358681,0.463507) 31-(0.360474,0.393055) 32-(0.361113,0.343245) 33-(0.359889,0.292553) 34-(0.333644,0.468704) 35-(0.329308,0.409204) 36-(0.329536,0.361862) 37-(0.327279,0.316022) 38-(0.308794,0.486624) 39-(0.303208,0.436687) 40-(0.302117,0.406704) 41-(0.300338,0.376854) 
1100000#0-(0.319015,0.813174) 1-(0.366335,0.745981) 2-(0.388648,0.647802) 3-(0.37388,0.560162) 4-(0.358686,0.506956) 5-(0.3895,0.534142) 6-(0.394013,0.436031) 7-(0.390328,0.378814) 8-(0.38395,0.327147) 9-(0.36061,0.52) 10-(0.366322,0.411132) 11-(0.366925,0.346089) 12-(0.363267,0.286377) 13-(0.332459,0.527275) 14-(0.333857,0.42546) 15-(0.334129,0.36098) 16-(0.3325,0.301572) 17-(0.30265,0.55488) 18-(0.302339,0.478737) 19-(0.303542,0.429338) 20-(0.304772,0.376634) 21-(0.342478,0.578398) 22-(0.373149,0.57259) 23-(0.386672,0.547079) 24-(0.375527,0.526481) 25-(0.357206,0.510857) 26-(0.383547,0.477306) 27-(0.387203,0.412217) 28-(0.383449,0.368666) 29-(0.378292,0.324381) 30-(0.358472,0.469401) 31-(0.360606,0.395794) 32-(0.361311,0.343064) 33-(0.360932,0.290535) 34-(0.332643,0.476759) 35-(0.328767,0.414718) 36-(0.329496,0.364729) 37-(0.328761,0.316009) 38-(0.307365,0.495869) 39-(0.3024,0.44643) 40-(0.301452,0.414878) 41-(0.300331,0.38279) 
1133333#0-(0.319365,0.812986) 1-(0.36622,0.745939) 2-(0.388769,0.64871) 3-(0.375145,0.561668) 4-(0.361522,0.506855) 5-(0.389566,0.534752) 6-(0.394628,0.436312) 7-(0.390835,0.379064) 8-(0.383943,0.328007) 9-(0.360816,0.520509) 10-(0.366977,0.411361) 11-(0.367536,0.346128) 12-(0.363594,0.285996) 13-(0.33265,0.528009) 14-(0.334384,0.425808) 15-(0.334837,0.360908) 16-(0.333334,0.30072) 17-(0.302653,0.556138) 18-(0.302462,0.479428) 19-(0.30367,0.429163) 20-(0.305067,0.374685) 21-(0.34266,0.578335) 22-(0.371506,0.573305) 23-(0.384591,0.548658) 24-(0.375734,0.528769) 25-(0.360742,0.512633) 26-(0.38424,0.480776) 27-(0.388842,0.41571) 28-(0.384627,0.372492) 29-(0.378668,0.328001) 30-(0.358517,0.472091) 31-(0.361101,0.398973) 32-(0.362229,0.345913) 33-(0.362121,0.293535) 34-(0.331726,0.477543) 35-(0.327839,0.415452) 36-(0.328534,0.36422) 37-(0.327247,0.314967) 38-(0.305895,0.493856) 39-(0.301073,0.443355) 40-(0.300609,0.411461) 41-(0.299443,0.380186) 
1166666#0-(0.319634,0.813535) 1-(0.366697,0.747249) 2-(0.38954,0.649979) 3-(0.376479,0.563206) 4-(0.363193,0.508624) 5-(0.38982,0.536426) 6-(0.395038,0.43785) 7-(0.391468,0.380392) 8-(0.384838,0.328763) 9-(0.361011,0.522425) 10-(0.366922,0.412459) 11-(0.367292,0.347033) 12-(0.363132,0.286391) 13-(0.332809,0.529877) 14-(0.334579,0.426777) 15-(0.334633,0.361416) 16-(0.332798,0.300582) 17-(0.303003,0.557829) 18-(0.302977,0.480945) 19-(0.304149,0.430241) 20-(0.305548,0.374925) 21-(0.342398,0.577888) 22-(0.370803,0.576217) 23-(0.383654,0.552275) 24-(0.374649,0.529553) 25-(0.358055,0.508352) 26-(0.384473,0.483357) 27-(0.38972,0.421796) 28-(0.386009,0.378867) 29-(0.380458,0.333818) 30-(0.35823,0.473853) 31-(0.361189,0.40193) 32-(0.362227,0.349269) 33-(0.361485,0.295415) 34-(0.331421,0.478533) 35-(0.326097,0.419434) 36-(0.326647,0.36903) 37-(0.325362,0.319781) 38-(0.305484,0.494718) 39-(0.300286,0.446233) 40-(0.300709,0.414662) 41-(0.300491,0.384031) 
1200000#0-(0.316815,0.813739) 1-(0.364154,0.749385) 2-(0.387498,0.652519) 3-(0.375179,0.564091) 4-(0.362468,0.506628) 5-(0.38856,0.539967) 6-(0.394158,0.441221) 7-(0.391336,0.38407) 8-(0.385206,0.332933) 9-(0.359772,0.524452) 10-(0.365823,0.413705) 11-(0.366647,0.347857) 12-(0.362643,0.287475) 13-(0.331719,0.530413) 14-(0.333353,0.426978) 15-(0.333484,0.362217) 16-(0.331727,0.302468) 17-(0.302324,0.556827) 18-(0.30195,0.47904) 19-(0.303042,0.428732) 20-(0.304238,0.375207) 21-(0.343236,0.573289) 22-(0.371273,0.575376) 23-(0.384538,0.552538) 24-(0.370864,0.533692) 25-(0.350049,0.517125) 26-(0.384248,0.4818) 27-(0.389017,0.422501) 28-(0.386102,0.380403) 29-(0.380808,0.334727) 30-(0.357521,0.468337) 31-(0.360277,0.398991) 32-(0.360693,0.348039) 33-(0.358259,0.294464) 34-(0.331039,0.469646) 35-(0.326345,0.413921) 36-(0.327269,0.367225) 37-(0.324824,0.321129) 38-(0.305719,0.483241) 39-(0.300992,0.435398) 40-(0.301171,0.405163) 41-(0.299618,0.375716) 
1233333#0-(0.318173,0.812723) 1-(0.365972,0.746766) 2-(0.388725,0.648517) 3-(0.374467,0.558695) 4-(0.359275,0.503691) 5-(0.388874,0.537472) 6-(0.393708,0.438298) 7-(0.390854,0.381049) 8-(0.385436,0.33075) 9-(0.360386,0.522358) 10-(0.36616,0.411789) 11-(0.367404,0.34637) 12-(0.364643,0.286643) 13-(0.332439,0.528623) 14-(0.334076,0.424343) 15-(0.334874,0.359611) 16-(0.334481,0.30063) 17-(0.302639,0.555507) 18-(0.302159,0.478367) 19-(0.303427,0.428074) 20-(0.305092,0.374555) 21-(0.344886,0.572587) 22-(0.373064,0.563692) 23-(0.384398,0.536128) 24-(0.373831,0.511892) 25-(0.359303,0.488467) 26-(0.385165,0.478169) 27-(0.388292,0.416178) 28-(0.383876,0.372879) 29-(0.377032,0.327549) 30-(0.358536,0.470662) 31-(0.361528,0.400169) 32-(0.362781,0.346797) 33-(0.361686,0.29216) 34-(0.331662,0.475706) 35-(0.325992,0.419484) 36-(0.326804,0.368868) 37-(0.325886,0.319194) 38-(0.305704,0.492061) 39-(0.299333,0.446444) 40-(0.298306,0.414915) 41-(0.296248,0.384134) 
